Rank,Wallet,Owner,Balance,XRP Locked,Percentage,Total Balance
4108,r3dwaiiUz9QyuMSZ89LA9mwSKK84otbz86,,583452,,0.0,583452
4109,rh6wS2yYzJKNGrD41xGby1y3rfDWDsnNSv,,583419,,0.0,583419
4110,rES4SkhzS1NbrfEWHaDUQnmnBRtKMNDHt1,,583288,,0.0,583288
4111,rGQam1edDYX3SVQAuPPCEjPXtxbBUMG9ow,,583077,,0.0,583077
4112,r9TAF3Ce3cRdF4i7q1AvAhQWeSMhnmFdWF,,583001,,0.0,583001
4113,rLg2Hj1z4TXssrWYHFKZhp2pJkKtG8X1bH,,582578,,0.0,582578
4114,rEKTPLd9K78FhYToqsXD7QUwLsjoaTfPow,,582474,,0.0,582474
4115,raBEf9EouAXVhiXjR4vFsNxdYZZPN92rsW,,582450,,0.0,582450
4116,rKYEZrcytfrQ4ohoWKSmXwTxCTGLiZtxx9,,582095,,0.0,582095
4117,r3BQhbNixDr4MvB6cpSnBPc13LFemS4EwZ,,581993,,0.0,581993
4118,rHPGhaifzP8CKPiiqb7kg1PfhrP5poy1Vn,,581985,,0.0,581985
4119,rhQrkgoV4uza557mW6HbBWMtTDkB7u5yrs,Orionx (1),581959,,0.0,581959
4120,rdQopND15T3boAePeKxs8rWY3i18BjxsB,,581889,,0.0,581889
4121,rGMzp1j6fHFUMTBv5hkhupnTADTqbfw128,,581700,,0.0,581700
4122,r3pDGjGWC6hgkKqcrNSuT3Wr7DdGS9vpV6,,581514,,0.0,581514
4123,rNtxk3xLoLyuftofxFFLbanqEFXb8Vgbze,,581381,,0.0,581381
4124,rHTTdF3eEQSM9sBF55Uo5f4UUgDv3M9Gj4,,581063,,0.0,581063
4125,rhL4JCFomj9iDQTamBQc92RLXhvx15zd8V,,581055,,0.0,581055
4126,rGGm2Gi7LeCtwSbD5QpjF8p8s96uHQjyEQ,,581050,,0.0,581050
4127,rEFZqnEYXjkZZWiwyPw6cwNjmwhfBuyJZ,,580989,,0.0,580989
4128,rpSzreG8nEcRrscQqZ87m47uLLmKt5dNgu,,580902,,0.0,580902
4129,rKC6wBtwUnbkqmVNzXnuM2DscBouFy6DvL,,580772,,0.0,580772
4130,rKhbQHDWFErGzh8P5DfF3Z1ZrweH3tiYfo,,580732,,0.0,580732
4131,rsjcrdbUcZk5qHjPg3ZEL5CuswbRfFpNcN,,580548,,0.0,580548
4132,rGPA7A7yBhraYkfZMkZJT9hMFSVbjDvawX,,580307,,0.0,580307
4133,rMi4ydufLNZtnZf7iWFQDdcaT94RAUKFH3,,580182,,0.0,580182
4134,raS9PL6wY2zwUiGHA3CHAg5aFQTFZdbF38,,580145,,0.0,580145
4135,rPn6u96GbmktUecXcZgJiwPBoeKNdkVMqJ,,580119,,0.0,580119
4136,rJTdxTcSi4Qw1tiV1Yg7z9n23WXoWxuJjc,,580069,,0.0,580069
4137,rh8BWseZBrPN6wQbk9TnmeQ1DrmsGAHZCB,,580014,,0.0,580014
4138,rnzS1crUQsY7fPL1S8CD3VjCPX5Rxjvbbz,,580004,,0.0,580004
4139,rhWSkNKBGRjg43iftyM6MK27RKLaJUAKVp,,579957,,0.0,579957
4140,rGk6ciT7eAKn5RkXVnffe59uQP7HgWF9HN,,579459,,0.0,579459
4141,rs73sxK5vvExiFsgKrVosCoPTv1oEFKH4Q,,577726,,0.0,577726
4142,rfZBsLpemG95TZjU3E6sqcHvuTYhub32ZK,,577301,,0.0,577301
4143,r9b6DC4pDDB4hLr6amLtBfWjbo2jA7vNFQ,,576888,,0.0,576888
4144,rwkAfUAqvn2Pfum1JKquepH4kj8STarDEM,,576544,,0.0,576544
4145,rEXWpWAEbKFdQ3xvybCYc8Mx8nXLW9BHbE,,576510,,0.0,576510
4146,rNsE4fD6C2Cnhs7egj88yLZQABnXTC6ZZq,,576402,,0.0,576402
4147,rJ6nbmZjHiZV297uhEeshysCCWgHErrJit,,575805,,0.0,575805
4148,rExhGWW9VhAVYgb8UbRQwrmbcsxjV1u7eT,,575292,,0.0,575292
4149,rDUJYFQnc8kAREJpw6PnzMjrKSaR7qpCZ6,,575219,,0.0,575219
4150,rpLs1D7LXdLcvH3fogJb8ffAXVmnMa5Q2r,,575000,,0.0,575000
4151,rp5jBmCQ1ZRfDbPzPxw2MC1PhVQbpBLKdV,,574991,,0.0,574991
4152,rE7ph3WCUxhX3pj7cS2WZS2DbKArpRHW1o,,574808,,0.0,574808
4153,rMUrTAQ2PziQsChNKN1psw5EVsP8eb5ZV5,,574648,,0.0,574648
4154,r44AqNf4NxZ5RpfW81tZrD4efF1gTw7h1Z,,574630,,0.0,574630
4155,rsThMzC49iJNujm1ioiqNVHPCezeV4qskX,,574246,,0.0,574246
4156,rDWHq5TLRH5dnRS1eRCxWH87Eo9n223iCt,,573974,,0.0,573974
4157,rHiK5v1dQGfrypUzo4fDgSwxKsZFKxdvL7,,573920,,0.0,573920
4158,rLpjguFmxxC9hreshCvB3LPLnGmi9PyaPb,,573906,,0.0,573906
4159,rnvzoqwPSPpXPtUdEssNxMDFRUgyHg2Rkr,,573496,,0.0,573496
4160,rJqFopBdCHMYYRswMWi5UmBupF1yQyfomv,,573453,,0.0,573453
4161,rBXCtuA2cDWHpTsunR1i5TPiNUZ8qiUPp1,,573142,,0.0,573142
4162,rBStsk4Gyk9BztvGPouUo2ZdJb2EpbmSD8,,573062,,0.0,573062
4163,rKUxjUD5CBLBZD8qrp6YB7EBmssK9jCUbq,,573029,,0.0,573029
4164,rKD2s7bFXtqgGM3ZrVMX7SPa6i9sXzHYGe,,572781,,0.0,572781
4165,rQrSSg3Z3wvuFL52CsfJBtoZEpaNyHukQE,,572578,,0.0,572578
4166,rsUn5WBCBaWjCQ2Zk4Pm3kkhD1vnaHapHY,,572417,,0.0,572417
4167,rpVn8491KkHdLJHz81pDNe8XgzyYdZUkH7,,572277,,0.0,572277
4168,r1ZPz8oH8r3qYUdCs5G5eK1fCoR6tLncT,,572228,,0.0,572228
4169,ra2PBBYqaXbQ5yZEnFSzHzUE3VakdL5NEn,,572132,,0.0,572132
4170,raCC7c76jYT9axPfQRb4uT3t9LM8j2wMz8,,572106,,0.0,572106
4171,rs8tBTSgppDRHtxqb7zUaai1DEPahvnxmd,,571954,,0.0,571954
4172,rp42XrExUJY2WQy7p2WCZsirPYUTZFSNQt,,571760,,0.0,571760
4173,rMnX4p4bHzQw4oY8eB1q7oN8447YMewhVf,,571586,,0.0,571586
4174,rsKYXvpx2j65eeqDGVdMMbBfS394xtkH1h,,571576,,0.0,571576
4175,rJWBRRyPCKrMSJGYU6MkoiDsJVtWU6WMYP,,571386,,0.0,571386
4176,rpWNozDakMyQLc5UPXfGciww3WmoMSbtYe,,571315,,0.0,571315
4177,rnXFNWRpFpMBe16xKC2w3fnXVarE8ih4k1,,570827,,0.0,570827
4178,rnEihbh8kSQFHpe2ntcAGFwtrNFXZeMfAn,,570652,,0.0,570652
4179,rpdAvrkYAinbS8YmbCa4LnFnuNzh4WPPZQ,,570507,,0.0,570507
4180,rKdB1egASCahGw2AqurduYHPK9LiakCiF,,570322,,0.0,570322
4181,rsjwLoSo7EvHaFFMf5jHEbVmYAY9rWS7GH,,570176,,0.0,570176
4182,rKNZR19TmXrhECvGt2yD1JmWdW3qrSai2K,,570141,,0.0,570141
4183,rFMmRLNLTFNvLw1wfWQib7anpY4iVy13p,,570067,,0.0,570067
4184,r9p97TWppnoH73ircRcvyYWbYw1RHeeHo2,,570002,,0.0,570002
4185,r4yu61DjwEdAJNixoUwU8L3EzeNMmk8koP,,569605,,0.0,569605
4186,riRyofx222PFGcbTJ9sbQCeGMmJz2tMis,,569558,,0.0,569558
4187,rhrvCCzaEf2yi8DNNxFVbg66wpXuKpBfEa,,569430,,0.0,569430
4188,rh1gyUkcqXHiAkhKLmnSvEJLrSjNFjMLqN,,569330,,0.0,569330
4189,rpTUiZfDbCyMw8sHQYTYPJDfC3DCWyVUxo,,569205,,0.0,569205
4190,rJoxRoyw2nMB2QSYMXp1vanWJEG8xtzifE,,569200,,0.0,569200
4191,r92UEXyAUGjGbyUubMt66QNupo3RAHMfAd,,569114,,0.0,569114
4192,rwyGmx1aXvfQ5rpk4w8WgpzNqDyQQjL78c,,569000,,0.0,569000
4193,rBDHbiHtyanwKgTDxrEK9MuBQfNbp66Q7D,,568868,,0.0,568868
4194,rM5CdxgJ51tGFyaQjKyCaMYjGhuoyCgBWS,,568733,,0.0,568733
4195,r937zX3JeQKjd8QES7h84uQNwxjkY4JsNS,,568700,,0.0,568700
4196,r9nkTUe1jcU5fhUdqVEHtfDL2TJvgCXFLJ,,568501,,0.0,568501
4197,rwLvUTVFu79FcAzMqtM7rNCVGDnb5RdcAa,,568263,,0.0,568263
4198,rKxEb44MeWdPcVwu1i55zVDXjEcMN7yEAF,,568088,,0.0,568088
4199,rw61C68tEsEFhuMjpqu2NaU4K89Uz5LZ8P,,567722,,0.0,567722
4200,rQRcxamnwSJb2unkJQAaMpfFYFCcZRTy7,,567450,,0.0,567450
4201,ra3p5cMwKi47WydL39GTwrznKVkKggd9nH,,567244,,0.0,567244
4202,rprQswvuaMyfWY8F8EFXbhSY5cXBxWNLC4,,566748,,0.0,566748
4203,rMB7CCMW3Zsd2s3VsENuU4dZhojhZQSZsY,,566133,,0.0,566133
4204,rHVDtLBWD17SsXnuEZbRRztVuMF43YAAFr,,565808,,0.0,565808
4205,rPH33Y1R2Vw93dBNyHZizMQ2EUikQgxCvL,,565689,,0.0,565689
4206,rHGG4XyFZBZkFeQ1MR2kbZoim7JxwowEoB,,565482,,0.0,565482
4207,rBsTFQpXGEY6pYxQ8ogQYdYhNeF2zCriKp,,565380,,0.0,565380
4208,rLTqi6i2jYrGbsoTt3psUmaQajELgtp4T8,,565301,,0.0,565301
4209,rawyXQ2eMeMeWFSpRsQWuKZpWT8fqXKaEd,,564778,,0.0,564778
4210,rLCvjr8Yzsk5PuzLvzcK4mhLKvUAa5uqxv,,564280,,0.0,564280
4211,r4NYUamKMkc96pF3fbYRgZiyg1Eq85Ubws,,563500,,0.0,563500
4212,rpPY5kzgPmLE6aGXidKaUdyj1hggip7VnJ,,563366,,0.0,563366
4213,r3comiHLsCyUbCgehL9ZmrZ3puBZtrioRx,,563364,,0.0,563364
4214,rNW5weQgko5tJmCr8nrRcdhjZ7gWSTu9b6,,563235,,0.0,563235
4215,rKvHw1gat5jkQBTXiPT3gcrKsyCeBKf7Kc,,563219,,0.0,563219
4216,raeKiH65dYDX86PcEf12pZLhYzpj7NogJC,,563204,,0.0,563204
4217,rnhpSn5ZcvgJ76kbwi6DAfYhc9KdamjdaW,,563087,,0.0,563087
4218,rBp3YomfpWEcKTb8q7dpcH5AVghnycN1DV,,563000,,0.0,563000
4219,rnZEK2AZuCfDPeojPpXB9KSNogqgxtW2nU,,562985,,0.0,562985
4220,rNWNoHVM5Cxv4FE8PtUJnREa7QakZGWfPT,,562982,,0.0,562982
4221,rwHu1CgLTmtvxzDuy2kpvZVR7hu6hKAVd,,562911,,0.0,562911
4222,r9Gpk7aao3FGY8eKNxfFAwpwR42MZzDT18,,562845,,0.0,562845
4223,rLi3PVMogaYbnZQv5gejN8M6nSGAVmn33v,,562552,,0.0,562552
4224,rPzmekFNJ82ho5Wjar4Sa36cMSSTsXf6jC,,562130,,0.0,562130
4225,raDhj83bLK9WXx6ogieXMsvwYxEjKjtYeV,,562065,,0.0,562065
4226,rMNjmMBgg58pZM2wp4cfh7rpXuXXhEaqwZ,,562018,,0.0,562018
4227,r8kieR18m6BZqzm4BPeCjQ2rjDKxr3vRz,,561905,,0.0,561905
4228,rJJwv1Fvztr3woGawiHAnZiUF8Q2iUEWym,,561636,,0.0,561636
4229,rhp8wvA2KFfsnVmDk4C8kUYgigk66Jurvh,,561149,,0.0,561149
4230,rKuyBWjrYAut4pdCVD3j4yQwDy5ax6ffYS,,560997,,0.0,560997
4231,rhDjWzMyqaq2Z7VkjYqvT4wFwpdwUwRpEx,,560974,,0.0,560974
4232,rMH4sVXg1CAtmCVjqfphqsKcmkDUEymeZa,,560958,,0.0,560958
4233,rsxN7XRmBHwvTdNVKSrHxMXX23Uo3QBXMV,,560955,,0.0,560955
4234,rpXBCd1vmXoCW1Q6L2uHZyDwpd6h3ZvJ9d,,560915,,0.0,560915
4235,rwXJRrfjWFKrmWtC9e3g2yZcLrxNWTRqoW,,560883,,0.0,560883
4236,rKhPMNn7mNepV68oaQRM81YPcmyyHrHa9R,,560832,,0.0,560832
4237,rD3zsSwd9WghiByLbzw5bRd86CBJoMiRJz,,560812,,0.0,560812
4238,rB6WRmkhsHS2Rv1iQW6bLbAzTdoV2499VN,,560784,,0.0,560784
4239,rUiNcUJpXc5kFjG4jX9MJLqLj2aZtT4SRs,,560561,,0.0,560561
4240,r4FxiWavx3Q1TUWDtngmBTXeyJT5XobUsK,,560190,,0.0,560190
4241,raycRe3vPAVaoRuuPzujcGZM7aWhFpFrXD,,560153,,0.0,560153
4242,rNTN1qxj327qYfemY7uWbAsjkATpbGyRgR,,560133,,0.0,560133
4243,rn1Jsi7TBybnnbsN58XXATrUiHrqNNBXkE,,560042,,0.0,560042
4244,rM3PAR9s9F3secrg6wGxrSsioSBTNzm886,,560003,,0.0,560003
4245,rMwqj39U4ursZ9ASbGDMvrex9TVkj16vpV,,560002,,0.0,560002
4246,rKQJD2Jx5hSgyP6KXU2mdorshwnwg3KRYG,,559700,,0.0,559700
4247,rEvbqrETiJKJ5a2yvDnG7myW9fZbGf9onS,,559560,,0.0,559560
4248,r9v1mdgHmeuF8Mj75jE4V2qgAq3yakPAHj,,559389,,0.0,559389
4249,rH2i7XVHwmXsL2ribXhdrQpHQVc5VLA4oH,,559329,,0.0,559329
4250,rHCAu21qdETyVbsa6wFnXWEBXN8xymEjrM,,559040,,0.0,559040
4251,rfeP9aupWWWcTDg9y6M8Y9apHyzfYGbwtd,,559010,,0.0,559010
4252,r3Ae1AaUSNnHyTrtXBamWsQLk5C496wNTU,,558906,,0.0,558906
4253,rasEo3NYi3Gbos6ggHmcie7kqWCi7CHBVw,,558854,,0.0,558854
4254,r4d8fYPMpFsE5TvkAjZGe9pFqCPCyRWgTx,,558763,,0.0,558763
4255,rLv8LeetQasqvrZx1L5dUeX3xC1C58MfNU,,558684,,0.0,558684
4256,rGnVyx2Lio48NP1T4uAYSXjrNUnoNe69xd,,558588,,0.0,558588
4257,r4heRhJ4C9yFeBfDSxKT7TAmFtVjkpRxCr,,558354,,0.0,558354
4258,rPgZKwA43iNkyvvdk2MB5mLgZr1xKc5BMx,,558052,,0.0,558052
4259,rJUj5YNLvekVh3FMR8m5uXjvaJci6Hrw6D,,558007,,0.0,558007
4260,rUBr7nemeY2YawNHXsnZUTUkBGfTHT6vCu,,557844,,0.0,557844
4261,rhRnn1gEFCzVmMFtgp9qyVrwePgkCdbvTt,,557738,,0.0,557738
4262,rnArmj3DJgQxFn1M2JKJAbiusdas1LM6Jz,,557531,,0.0,557531
4263,rpyzWd4gWjHFBM455n31D1VEPUEm8AJ3JF,,557370,,0.0,557370
4264,rpfXLoytydyz8ZtJYxpDbAc4BwyFNWADVH,,556793,,0.0,556793
4265,rMBjb6vx3Q7V7AJw9x2qqQbqYhmzdHRYaG,,556712,,0.0,556712
4266,rBYYmuDe658iw12264myN6rXvDt56W8scK,,556618,,0.0,556618
4267,rErot8QjynAcX72EuZqSTd69K73ArdVARY,,556465,,0.0,556465
4268,rUk7CbzoscoLjABt2C2buENHZ8PwmrSF4S,,555840,,0.0,555840
4269,rf1y2SkPZ8zKzrWsFG9frtJrGbHS4wNiWV,,555781,,0.0,555781
4270,rw27vAyHC8NqW8XqvPJUxxS7wFBhoaGXXn,,555555,,0.0,555555
4271,rUEEia7SE6va15xPT61CMtEi5Mf2VgMmbH,,555545,,0.0,555545
4272,r3tUhKuX42kHMnC8f1ZZGJsWJEZa6MKFSU,,555540,,0.0,555540
4273,rhSVLd7RLjSm3eYgD4AGcQvBYYcgj78Ly7,,555463,,0.0,555463
4274,rB4QQrVxwdYzxLCSXoKCfqxVnS5zckCNTk,,555062,,0.0,555062
4275,rhhYGLJgHriBRRVVZAaxghTzL4LYrKwwXz,,555010,,0.0,555010
4276,rnqnmkvrmKeqof6e8wu31Z5qrwx29ogaWm,,553888,,0.0,553888
4277,r93EptuzGox3V2mnvGfKBoYj984RW2sUKe,,553710,,0.0,553710
4278,rGWjgAvUWR3Q4U4CRjHU7FJbvWxupg1ckv,,553415,,0.0,553415
4279,rU4VgYbS44n2cxGogaSFhXsx5kA7443c1G,,553316,,0.0,553316
4280,r38hLNbTr5sb7NaesnehC1UaVoFVsqGDLP,,553301,,0.0,553301
4281,rn9qirbgTsG6mKou7U7XgFaVzRivHxVeAv,,553257,,0.0,553257
4282,rsdRRoN68MSuT4NccNku7AfPbd42RPHDbd,,553050,,0.0,553050
4283,rEHDpE9B7dcTy4kvW8a2KDLTb8GreZUL1g,,552955,,0.0,552955
4284,rKGdJUYMDYcJgFbQp7AEesSPAQXA3oHJ2h,,552914,,0.0,552914
4285,rnsRq5ahgbFeRiAgBVvFTafyAgiS9x9Ztn,,552857,,0.0,552857
4286,r3b8JSuLLAythFUhqgEgPu9UmRtJnSE3ku,,552828,,0.0,552828
4287,rpuDqoPG4JruPtgbKH42MPy8uaS3NWKPCw,,552643,,0.0,552643
4288,rHxR4ShXBDVNTcSgmdnncN5CiTgDL655Jt,,552579,,0.0,552579
4289,rBRbmsBBztcUyWPQ7cXJgc2AtuSjEg6oYi,,552241,,0.0,552241
4290,rCnz3z4shKndcRwLWVrD7Ry1UyceWRaZg,,552232,,0.0,552232
4291,rBDjjuPGXqwGGNgRWxq4HTycD6jJfrEYYw,,552170,,0.0,552170
4292,r3NdZcxAQ6ECMmGxhY6Bh1a7wUfdJuRXea,,552163,,0.0,552163
4293,rUmYwswPqnEa59SrGK5Zasv3uD7NS8uLNP,,551690,,0.0,551690
4294,rMbFWEDY6QAp7z9CKtkqwvdddEcpFtc1pp,,551641,,0.0,551641
4295,rLZQXMrUsL1WrNSSgFSTehoornGD2q1Fuv,,551636,,0.0,551636
4296,rJNLd9hpd6C3f6GCJyw158zeTr7T9HZEJy,,551612,,0.0,551612
4297,rhK2utjYxaoAqcmCZjaQ11twbpdfjuJGLv,,551443,,0.0,551443
4298,rGMC2AGe2HPggAcxivwHoNrxAN4FDDzcTZ,,551319,,0.0,551319
4299,rwFCSSfhXrv6sghKc9nwriqqXDePs9N5wS,,551301,,0.0,551301
4300,r9ziMX649YLY5nHANCT2AYX8gD1arDZy98,,550957,,0.0,550957
4301,r3BTyKPFrSg9HnjynQ5MDKy1RxDk7ncGoT,,550855,,0.0,550855
4302,rDfoaSYM3f99DQnRbhosA6AwKXbnZUGvR3,,550742,,0.0,550742
4303,raUrsH6EjtgHq4nWFFsHZmATtdL7RPhoGK,,550694,,0.0,550694
4304,r3enbjmYikainVy6xd3pBWRBiSqHqGjbbV,,550375,,0.0,550375
4305,raE9YAdav7GsRBchWZ3bMxi5CFgRpHdgYz,,550357,,0.0,550357
4306,rJb2ePjjaQQTKy7HWQZd2ZQvTmCo5V59Zg,,550290,,0.0,550290
4307,rG2Yu6GESLQPctE3fH5Y93vLQB93TXaqP,,550100,,0.0,550100
4308,r3DZwQ84s46HvwvdtTv25nEyycXiGoY8db,,550090,,0.0,550090
4309,rLBFbJR7LzquvsxiXCwZPopsQ6oqZecN88,,550067,,0.0,550067
4310,r3z9RFw2kDCuwLMzsSzcr5AvmXnNQv3zDS,,550045,,0.0,550045
4311,rffxopirszRUGjmUFyfatHLv5ChiYcCc5x,,550029,,0.0,550029
4312,rHqJZFkfbpg6qQR3Pg5ssasPxcgq65eUq2,,550025,,0.0,550025
4313,rJWghfMKFkVTqCaqtfmMaaNDscq8PV1R8o,,550020,,0.0,550020
4314,rnMLFYRVtwUcQqr4HjSiFn1bmHdk24muw3,,550015,,0.0,550015
4315,rEj3eZk7cSzJhvREvxUUKJAdBVkkdBWmGR,,550012,,0.0,550012
4316,rEkHnLHERB3aMbm5iNjuYyeHoA6mRpGsBT,,550010,,0.0,550010
4317,rLhk89PAooKxK9MTie5XSeD4qHxHxEaVAd,,550007,,0.0,550007
4318,rKrxfvsQ9d1JxhPbBGDby1Y1ta16usMuNm,,550003,,0.0,550003
4319,rEshEmxCr3wojK7YeL2Pf1u4nf85WDuMwh,,550002,,0.0,550002
4320,rMNRMmLDCKG6QpwxrmHZgDEfuECJRxmmkD,,550002,,0.0,550002
4321,rPFfQP197pq7nxscqcMHJwZ15BZERM2n37,,550002,,0.0,550002
4322,roxigH9QTh36a2UtbUvCCbma3S4vBhcvk,,550000,,0.0,550000
4323,rNMCMifTmSwZwPwQSctMM4n8FKFfMmTNtL,,549990,,0.0,549990
4324,rnhzafMGaALKpkbHAsvkH4ZDdNbCnm3dHP,,549910,,0.0,549910
4325,r3evvgpUD74pmjhHaxaNtZwo6vejHWgcgJ,,549723,,0.0,549723
4326,r9J6hdS9kWMcyacpVytpz2DJe9NiU7ahc4,,549105,,0.0,549105
4327,rPWCZxPNPVw2JXoms8AbtKErPs9YpEgQnc,,549037,,0.0,549037
4328,rhsZNRHiQzAWDK5D8pqNViKyquXWWMbeTt,,549018,,0.0,549018
4329,rJiTcBgYyQQfNpxuE11ARXPutAgdBqMbG5,~Cazper,548716,,0.0,548716
4330,rCdoEH1J7duet37EdvH19sR7MnAGJP26P,,548480,,0.0,548480
4331,rEinUMCdhE3LyTa3JtQJ8o9YoMAAQKbU8q,,548373,,0.0,548373
4332,rhrJaAfAiGNTHYH9vQSJSuLQ5ZTncw8WfT,,548126,,0.0,548126
4333,rB1KcYLhEm3QtqwsNDa3ijqLAk94sVUWgz,,548069,,0.0,548069
4334,rGvtspWqJD6BTfVKTNqF5YvNYe1sAqVDWT,,548000,,0.0,548000
4335,rsPaES66ToNonpzXhxhfShP1KRm5zRjVv1,,547908,,0.0,547908
4336,rsy4KwmunXZye21sF4hRD8YYXt627SFTvL,,547463,,0.0,547463
4337,r44qyRPHXXejaCTHSbFJPceWZQFNNjjGED,,547421,,0.0,547421
4338,rUjEgqYDaeWWFGWy6EUgxbxynJxM9Sqtht,,547388,,0.0,547388
4339,rGoynvijhva1vuHkQJG9yBqzbhZodwLzAV,,547313,,0.0,547313
4340,rKPRVrC7UTMriTRc9Qajwf1Xwq6JK7V6ST,,546886,,0.0,546886
4341,rLoA5MeXzj9b9si4YEojcNUNVTHrDtb2gN,,546816,,0.0,546816
4342,rpZrwmY38HcyQdcA5xntFnu99r4JfhKE79,,546722,,0.0,546722
4343,rDriS164Eae7gzZsAHmJyeHedDb1VzA4gm,,546696,,0.0,546696
4344,rPrkbNHe3jyq93p8oiFd8XzTNZtt7fyYwq,,546630,,0.0,546630
4345,rsm15rtNcpkTAfiJrPBoDxbhZ7WiN2iQzb,,546519,,0.0,546519
4346,rD8inmS6APaNsGJ7hbJUMthfedcVNfZWT2,,546386,,0.0,546386
4347,rBfxUZ9xkBKfX7HWNJfXnihkZmSRve4YFA,,546018,,0.0,546018
4348,rHdKiUB8fHntbzRLPVGxfwAiXypbzJYcqj,,546006,,0.0,546006
4349,rUiRYCaTNhstnmrUhnePkgQWccJYkSkqdo,,545643,,0.0,545643
4350,rp5MMk3d8RAcGcFfyqvkAUgBXdBDxTUBLF,,545637,,0.0,545637
4351,rwQm7WjA3Q2P5CpzBE21sKM5YZ2fccx5T9,,545345,,0.0,545345
4352,rPgzUgCoRtAvVvZFB1f5Cn5mFgptDiPLBL,,545322,,0.0,545322
4353,rGTsYMbDDDHvjskwGUgQPCw4az9q3nMJsf,,545302,,0.0,545302
4354,raGj5wwAy2683eUbUEZx8TCH7wipDd3YvQ,,545256,,0.0,545256
4355,rpmswyYrMRPVbmgxVNsDLwKeU76B5KP6Mq,,545107,,0.0,545107
4356,r3hYjfy5vdMRZAtgjKqd8E1CsM237yCo8a,,534047,11000,0.0,545047
4357,r9drPg6uNfBJSEX5YmrpBdVNg7ZJah7gXq,,544605,,0.0,544605
4358,rp68hheuYe1GEc43DFz2G5DXe2o9ACY9ZC,,544041,,0.0,544041
4359,rGeVFGKyfpyhN5DS7L2Ln4ydHMRzLSoLAf,,544038,,0.0,544038
4360,rE3bzAjJ7DpHPwqwLokRHgYcAYZLa5VWQR,,543981,,0.0,543981
4361,rsGjbDgNiCN5uQ34WCSDCtGAusAacLFRGf,,543864,,0.0,543864
4362,rHRhP3SWEGBRosiitE4VvpDXSQPQXqGRi4,,543446,,0.0,543446
4363,rfjtNCfdGaCBcTuzL4EbG4K15Jc3mDrwoU,,543398,,0.0,543398
4364,rEMSHAN4FjygNPwrxAh2mYjBAGPYidF3ic,,543264,,0.0,543264
4365,raCUpCtaDFVceP5KNg2Yn2Cmgfegj8FY9E,,543236,,0.0,543236
4366,rwNGSha8tHDWY72hPBqCT48SBXFgxvzAs4,,542193,,0.0,542193
4367,rGKvVxRLtA8TU1SNxTtxJ9B7VycJ6PqF23,,542040,,0.0,542040
4368,rQ9tikkrjPDrhkzTZo4FjGrsmwsjtbpYyk,,541961,,0.0,541961
4369,rpEVUCBsoeN96nxU3MFGpziQhwSfwb1yzT,,541940,,0.0,541940
4370,rpGEZ2fLy44X5GSeENpvZo5hEXiiuiE2aA,,541895,,0.0,541895
4371,rsQ38e24FAZGTqBsJSGB6t7ZbUK3cjGhtq,,541769,,0.0,541769
4372,rsN9PeQdWDgsXLn8S5bTL4Jp7qtK2StUbR,,541669,,0.0,541669
4373,rs42PfVp4Z1L6jeweCDXAiWWnYFy3SHzHa,,541282,,0.0,541282
4374,rH4jXUm8ZPANxSdCtaee3utu7kJBKWLWCW,,541144,,0.0,541144
4375,r3bsXK97XBkhLmRkv2CnowGd16VRZTQHDy,,541093,,0.0,541093
4376,rHAbG7z6bRM7eAZD1MiaR6iBMkryJUv6C5,,541000,,0.0,541000
4377,rEf1dh8ryZF1q9GGdHf59ecpDY6m6JFAQq,,540382,,0.0,540382
4378,rfkRTqy6J5eyhoDnz35TJHtYHGi5hfCCk2,,540167,,0.0,540167
4379,rLCH47hj7fxsKx9dDTC8ZmGB9NV3zB2mhC,,540038,,0.0,540038
4380,rKePy5LWv2oSbaggiqbqo4diKstZhPAPK5,,540036,,0.0,540036
4381,rLsV2VSXDXKQvj9XFv5EB7xSm4LUYX5opV,,540001,,0.0,540001
4382,rpzpMFqrVJDJASBu9sCwHsA2Nvut9GBpbK,,539989,,0.0,539989
4383,rPLoqXnxhZrhgWeepKKigsz1z2kxgSK8ms,,539766,,0.0,539766
4384,raHZBT5LsVj4KV6eqKXFvi1CRiH2xpoD4x,,539442,,0.0,539442
4385,rE6XBPGvuP4KUPpVFg8LECsqTHtej4MXcP,,539233,,0.0,539233
4386,rfEsmaDA7ZdQs9AdiHmUGDkJCj2ANTNydo,,538940,,0.0,538940
4387,rEnUQdVXYCqVjZ2AZLvh58p2TgxfHQ3VQH,,538691,,0.0,538691
4388,rM1tGV5QjypGDGcuXbdQP9zdnBkp8Y7NWt,,538424,,0.0,538424
4389,rLgEHRJtKwT7XAzH7JPkaCUHzNxJeT5wu2,,538142,,0.0,538142
4390,rnQBYHSjihjdhFt9bewg13nxL4cBwwTMAx,~yabeneko,537878,,0.0,537878
4391,rJ4Nu53p5NmxenrG2y1cmcxzuiJAXSxTeX,,537863,,0.0,537863
4392,rMWwyGTufjR2yb68v9inJRq3poCqiSfSqf,,537859,,0.0,537859
4393,rEUM5XFXLg6kozVCv5GPavH8mFDe3iWguT,,537611,,0.0,537611
4394,r4woEJdgiELUC9FRdYHezrW4FkebHPFKoK,,537458,,0.0,537458
4395,r9zQmrj83MEuP46AzU21fx7avFPfApVhBT,,536910,,0.0,536910
