Rank,Wallet,Owner,Balance,XRP Locked,Percentage,Total Balance
2055,rLxo82CzqLsTEsLVNPnzRUweYWsSfLDWDM,,1337436,,0.0,1337436
2056,rLrbZMJDdL8eQd7HsW314bCtvE16LTLYkM,Coinmotion,1335138,,0.0,1335138
2057,rGbrW48htPz8Wp6Xjv4uB2P74sMi8uCSF,,1333191,,0.0,1333191
2058,rsHskQ76t8biBPqSGpTarzn9BEqHjZ39Wb,,1332644,,0.0,1332644
2059,rh8dt4u6j6mrNVqF8eJCjAKxQ9SfrfDMHr,,1331018,,0.0,1331018
2060,ra1HRb1DiDxC8sasDp12qJfxnAQRARy3Tn,,1328654,,0.0,1328654
2061,rJKFHWXYkH8niKK2c38qggsEqQ5eBaM92z,,1326309,,0.0,1326309
2062,rD1R9D6NP5sxMZqWiLtvjgDpeuTma2sGuM,,1322515,,0.0,1322515
2063,rEH4x7Xxhxg8sfF1Q5heeFFSYna887Sycu,,1321783,,0.0,1321783
2064,rfnkfCUYo1nNt13inhEZNqWsXQfpPreBqo,,1321765,,0.0,1321765
2065,rp8aWmrHq7Xn5zi6WWrDcQBtUpWaPcPsUX,,1319760,,0.0,1319760
2066,r9HPhMLu5WRXWM8dG3xaBJtZwWY6N7Zi38,,1319100,,0.0,1319100
2067,rPYVfekfvqBqc7GntVifrDzWxqMWRM7735,,1318950,,0.0,1318950
2068,rpEGAPV7tAzExCb8C33YE2vNXFRz9VNfFS,,1318429,,0.0,1318429
2069,rwc5k7wBAXEDbRNqqCw87XUx82T1r6xvbt,,1317009,,0.0,1317009
2070,r3wbE6QsPrtEs5GSPqfs2ehyZvLSujaSrY,,1316315,,0.0,1316315
2071,rDw3RrPmwsveARQe7v1r8uzSS83tLbrxy,,1315308,,0.0,1315308
2072,rpj8ycVcaGQx5b4KF1q8FmqEprBigNyCgT,,1314043,,0.0,1314043
2073,rGHZ3n1UVc1sa2mjY2ivpMt4jknXKkc8RD,,1312614,,0.0,1312614
2074,rpcWQC9Uziwo3VDEbgexY868Rjw86KGovG,,1310995,,0.0,1310995
2075,rLMf1oUCkeUgDxUu4iUPjyHrwe1bbDbDWh,~wenstrade,1310858,,0.0,1310858
2076,rpkoW5fHgCZ7Aj9f6T86LQYrM3hEJih2DG,,1308499,,0.0,1308499
2077,rD37r1cciGqmdBpqou2DneEiWA1iQsAphP,,1308430,,0.0,1308430
2078,rCUTAFmivm2EtFEWBBUkNp4VXxv85JcUv,,1306226,,0.0,1306226
2079,r47d7UWMJYrsNgfZdV1tb3fd1nf18fqNR2,,1305500,,0.0,1305500
2080,rBiRdqH9DNuvATxAcphVQBdwoiQ9yXmtbr,,1304690,,0.0,1304690
2081,rwSdwXsQVCjYXUyempsGxk1Sgws6perYZL,GOPAX,1103675,200000,0.0,1303675
2082,rLxptkUajwCid1TZDkYBmrb8jokgBzSr7Z,,1302171,,0.0,1302171
2083,rnsJ7u6GHiRJfobGyr3uktf3nZf4MSQYi3,,1301540,,0.0,1301540
2084,rhRgSYwmoRCzsNsFMqnBkdy41833nkewZ1,,1301328,,0.0,1301328
2085,rrhYvKo6rmCZ8n9YDnT6Cr7s4F5BLdYfnq,,1300748,,0.0,1300748
2086,r47go3W3cp4MVA1ueQiVqGAqCEu5tDBGqq,,1300360,,0.0,1300360
2087,rNu3p83YyYCa3tywnMAUWAAMnpiTMPSyNi,,1300010,,0.0,1300010
2088,rJGiqXzmDjNQfnkC4UpQ5DAY6QwZs19PAp,,1300007,,0.0,1300007
2089,rffKL6WheRPbDyADinNyWw98MdbgWC2Zqa,,1300005,,0.0,1300005
2090,rncENj8653hhaFUrnhUhWTqT3XeLop2ZP4,,1300000,,0.0,1300000
2091,rnZv2gSjGtgR6M6gHwdiA4w27LSR1tF6Qj,,1300000,,0.0,1300000
2092,r9MxtETAv15fxMhzBqUMu7LNXXDfEm2WLf,,1300000,,0.0,1300000
2093,rHiYAnFi52PgUw9U8CvWaXSG4g2pwkKuyZ,,1300000,,0.0,1300000
2094,rKb7RkCzVyBx5VmXdZBvhz7tBgyxj6krYd,,1300000,,0.0,1300000
2095,rDCKKfE2mzwAU4qxgYtEmPvjfZcBWoJxnA,,1300000,,0.0,1300000
2096,rU4NcyRncjXDvJizozGCao67XvH1kgkGjc,,1300000,,0.0,1300000
2097,rwwWbpTR1U263qU29KiJfFQFGtfTxXKVNV,,1299999,,0.0,1299999
2098,rH3bc5ME3DbbQCvLW8pYJHDSeWSnMoMoFY,,1299114,,0.0,1299114
2099,rDjxLTCGWFd7GaEZHFNBB26icrmCYGTqhw,,1296912,,0.0,1296912
2100,r3TbkTR8gaboPhTbsSQLGZFvsvAdSsmgZp,,1295820,,0.0,1295820
2101,r3aW9uq5jmCbnDMHcgJTCH99tybTF16sRP,,1293705,,0.0,1293705
2102,rwDXAthbs996sz1VvxhMmm866iGLuYzpuY,,1286290,,0.0,1286290
2103,rnthYDu1rLQBwpQ5BTBXppt81vbaNdsm8H,,1284173,,0.0,1284173
2104,rwoBasa5BEZcDiiDRJBsiDhGgG1Y6enRAX,,1282693,,0.0,1282693
2105,raLCoa23Q68wJq43ccBbnmyGNjHEbYdE28,,1282562,,0.0,1282562
2106,rhEAhddmTGVCCrUnXh3zrfVBeTDP7fPj48,,1280000,,0.0,1280000
2107,rKK9uChvwWYmzEgcHHEy7NoowBPsBB9AWv,,1277797,,0.0,1277797
2108,ra5mq49ty8mZYb91Et9NvBMVKaBD796wEB,,1277172,,0.0,1277172
2109,r99d7hesYoABJASoHHNDMrk45VuhBYy6mX,,1275702,,0.0,1275702
2110,rzRSWSBUvhndwX1hQYnYPZtev9c7zSfV8,,1274671,,0.0,1274671
2111,raVNM5UDwjGTbzMTYZ5TVoiLNwCYXRuNZQ,,1274173,,0.0,1274173
2112,rKPXzbqrbg2tu16ZUVdyd5YEJmjvgXNmKS,,1271522,,0.0,1271522
2113,rBXt1bMod9vNfzWzVJp5JGTeL9nqWyUsfw,,1271385,,0.0,1271385
2114,r4wmZWfYc2KTwUCJp7HFXYRkbxRT76oPAt,,1270276,,0.0,1270276
2115,rDseVXFK1SkWhFH65cqAxf3HmvHCF6b94t,VALR (2),1269565,,0.0,1269565
2116,rfDMvYD1aFCfE7SfMTuxaJ8Y7qDbdQqcMy,,1269125,,0.0,1269125
2117,rG3nuFq3yPUWt9mj9PVENi3i4bTUQE9M2g,,1267899,,0.0,1267899
2118,r4bLzJP8LGkeBbpTzBKroNZ6oHvTcTMguB,,1267294,,0.0,1267294
2119,rEK6g45vLsT1zn74HWr8VGrCUUPMUs5Bwu,,1266135,,0.0,1266135
2120,r494H3JgFKUjXUWrzHk62zHkJqiRJJiSnr,,1265051,,0.0,1265051
2121,rNgm5vZY4WSTjiuNPLLB7Se82GEeYCvK9C,,1264356,300,0.0,1264656
2122,rD2QV3wuRkUugfU9TjbsBS7PrCksGDsWwH,,1263900,,0.0,1263900
2123,rKyXvke12MkoQruZLLx3hvmYM8BXZQ4emC,,1262849,,0.0,1262849
2124,rG5Vz9AVSCTbgg1ahxrg2JhpeVARqs39ed,,1260919,,0.0,1260919
2125,rP5orD1RAqvqEipwZmfyHYtNuhwxVYTwtb,,1260762,,0.0,1260762
2126,rDCUaGmyDnjVrNMrEwZPHRqw9QpuNubtUW,,1260002,,0.0,1260002
2127,rnYRp7XoXA7vctxrQJ3dDsAAVt5vfAALsY,,1259378,,0.0,1259378
2128,rBgnUKAEiFhCRLPoYNPPe3JUWayRjP6Ayg,CoinSpot,1258672,400,0.0,1259072
2129,rUmzbFbJqKWonpUUgeishL4DybxXqffLjT,,1258900,,0.0,1258900
2130,rpPGTsSWQJX5mMZEgntLqZTZ9uqmUBjz3d,,1254667,,0.0,1254667
2131,rNxb8yfM1ShKPxCWcu7WRdcjK9N2MXsXFk,,1254527,,0.0,1254527
2132,rDih7mwfJypPTjdxofvZq8RT2iqiBkWB1f,,1254500,,0.0,1254500
2133,rNje4bHikZ1Jo16ETZrEqJAaYgZYWmT3mG,,1253439,,0.0,1253439
2134,raUwoB7YNcYFC1P9eF9nmwYYWQPyHZtvyW,,1251623,,0.0,1251623
2135,rPBbBrZSrDMpzX1bS9tGcFVhaMhM2oK1YD,,1250925,,0.0,1250925
2136,rhLaCNYzV64ZnhZPSJaHeJwBMXjZUJbzNm,,1250500,,0.0,1250500
2137,reunDy7tcBRDS6EbBRYCeDBiN4EuQRhHb,,1250495,,0.0,1250495
2138,rEahJ7B36bUdeSM7Sgp6V8N15SB2G2KQpv,,1250096,,0.0,1250096
2139,r3SbKRvq8DGp2b9Sk1zirLx2GCaZv5xXVy,,1250010,,0.0,1250010
2140,rsGggHeuUUwb5WYHz44uhKSLcjaN75wSfz,,1250000,,0.0,1250000
2141,rNmZSev43g9DRz9e2EQVKXeXLeSS82XYAU,,1249995,,0.0,1249995
2142,rG3E5iW9RGRVV3fQQLaqHS5GfJmZFFXh7c,,1249847,,0.0,1249847
2143,raWRsutpcoaNfZd713HadjYAv4h98ooKXt,,1249192,,0.0,1249192
2144,rLCMJyHG5J1sY2A5cL7VADoXqQTnrxXzHm,,1248224,,0.0,1248224
2145,rUPqKbhk5PfKCa2gJwNbR5TtRDKPYQZJ4c,,1245420,,0.0,1245420
2146,rU4McD6YM91X64DyU9zVvQ37PHwPGB2rvf,,1245063,,0.0,1245063
2147,rPpvw7ANszDeBGqj4o2ipcgXAcmYJRk36B,,1244375,,0.0,1244375
2148,rf3gJcQwxVcrCSzKVUermQK5dPmJeCShcH,,1241622,,0.0,1241622
2149,rnwKWFLNb7PeaJvoVGYuUDLAtaL2M3ewGU,,1240065,,0.0,1240065
2150,rMU29jjsg2M18Z6BTspH35P2CMTDTkNfw1,,1239973,,0.0,1239973
2151,rf64bE7oPT39VYuqmvGhC9ne61o2HRzc4i,,1236672,,0.0,1236672
2152,rnxQiRkyiwozDg528UaXfD8DGK596xqUpA,,1235262,,0.0,1235262
2153,r4aGxmoKHmgw6peSGeLbPVTXYHvHpCiEwC,,1233176,,0.0,1233176
2154,r3KYwDS9MkfNFs4Q2Z1pZy2qzDf8G4RiwJ,,1233146,,0.0,1233146
2155,rBiFFbJ2xSUGXLHXeuELosUmpkXAySEehS,,1230998,,0.0,1230998
2156,rBShxWKA4stdHKCuYzJQEgJZm4w9uMz4RX,,1230991,,0.0,1230991
2157,rNZ2ZVF1ZU34kFQvcN4xkFAvdSvve5bXce,,1230281,,0.0,1230281
2158,rPotpackAV39ysG1cyprYDa6ambUAPtKHk,Root Network,1227782,,0.0,1227782
2159,rLHPaN1sUS4HNKkKGXxmtw56PjENA4hxKv,,1227045,,0.0,1227045
2160,rPJ39Cf7sbVBFkvSoM55WKYEo9zTzvcGG4,,1225535,,0.0,1225535
2161,rLhHyboeqSQ7JmE72j4eNtMtJsVLMCd99F,,1222417,,0.0,1222417
2162,rPWGV5ew8w7R6XkzCG6g7ZWys6TpWawx8h,,1222417,,0.0,1222417
2163,r36wXvJRMgVBwjPpJz3iJjof3wyZZG1tjd,,1222066,,0.0,1222066
2164,rhaMkurcTwT42PRzCymTy5XhMz5gnhUn7T,,1221115,,0.0,1221115
2165,rNYnWzwUrHgGW1mWinKZiBg9gLLj3ipLDP,,1220629,,0.0,1220629
2166,rLqDxtiu9FFG9CkRtrKitS6EuZGjsY4qtx,,1220001,,0.0,1220001
2167,rBMLRboFEmgdc49hX11vB1UPt2RwEPausM,,1219303,,0.0,1219303
2168,rbaudDSq6n27LttvEPuZjbh1BGzoNVR2b,,1219128,,0.0,1219128
2169,rUXRfBWpngdYK33ZguLZfRGvPbQ5gUX1h3,,1218176,,0.0,1218176
2170,rM3sj1GuAeV15F6BDZeaA9xvAgPLKgXH1w,,1218063,,0.0,1218063
2171,r94ARpUZ3exkt9nbEKAFifo65gpChwQ5n7,,1217624,,0.0,1217624
2172,rPKbgU42c59FbkFvKZEMxiS3ioVWmE1yVj,,1217241,,0.0,1217241
2173,rBhvZM5yc4UuACphQJW3oqDPho2Lse9Mm2,,1214728,,0.0,1214728
2174,rU7thiVZWaW5mGebCsenqJPopRBkuKrbip,,1214491,,0.0,1214491
2175,rEAeGNnxgeXdVHZmqR2f6PmCT3PmLGUNnH,,1213888,,0.0,1213888
2176,rKqFY4Fij3tR3Erqdz5CnAjnLAZQ5K9qMi,,1212539,,0.0,1212539
2177,raBbQhifAtQaA53iyft9fWMcKbzuqcb7wV,,1210696,,0.0,1210696
2178,rUsxtzpz4pe45nSB532dYMfbpbiDa2wtZc,,1210600,,0.0,1210600
2179,rpVcU5KuGJqB73BMXdCt8soiTbYtWycssg,,1209300,,0.0,1209300
2180,rLgHZtGJRQTFx3Ji54WmTw3aJVPpKN9MXR,,1209103,,0.0,1209103
2181,rHNHp53aPyh45xSJWNw97WCCZU4xekXcj8,,1208488,,0.0,1208488
2182,rfgHcu2W7YvWDveTrxMJFjQw4SqM111g9Z,,1207929,,0.0,1207929
2183,rDGF67arN65RtLT5FFV9VtLLj6EyxPKuTw,~otoshiyori01,1207922,,0.0,1207922
2184,ra5H61QTdNWUkiPB84zanyypCwUY1eJ6e2,,1207112,,0.0,1207112
2185,rnWgLA3qNWhaDsjL71jGJhYeNzUjnU6eAk,,1204422,,0.0,1204422
2186,rpCSLoha5AinZogo42ejP7jEzpu7ZAsb4h,,1203972,,0.0,1203972
2187,r3YnYNznKSTW1EndkHJK7N2uN3K8UhpN9P,,1202055,,0.0,1202055
2188,rBNoo6tcwUNER1s9jjhbQWH8i7pvfiCyf8,,1201097,,0.0,1201097
2189,rU1K9o4zkEnMs315ifurnWiR35aVLndG7V,,1201033,,0.0,1201033
2190,rJz79taAQsiziL8jb2Uf3M3rmxzcf4BuaQ,,1200999,,0.0,1200999
2191,rKkujfkmhasWFZxoPVh6s1WbR5azFiuMro,,1200990,,0.0,1200990
2192,rwaRTNPXVMMPXq2YEihatSWqg7xYEgsopa,,1200982,,0.0,1200982
2193,rpoJb47P86NnmwhEpJ4rhxNsFMPCwaPGYW,,1200898,,0.0,1200898
2194,raYjZ3UFkqZcJDDqx1BJgUP952Y7TGmYvu,,1200824,,0.0,1200824
2195,reD1fh1dQGcyoEANjB91T1yw5iD5D2DT4,,1200772,,0.0,1200772
2196,r78MfcA5QWj2UxozF3oWNduv4wCiV7MS2,,1200501,,0.0,1200501
2197,rJJk6TxvUpfJsPDKPWtKL1r9MWsZxD469Z,~amit,1200281,,0.0,1200281
2198,rrh3aBDGZMr279x1VPcT7QNWLrPAZqeJ4b,,1200250,,0.0,1200250
2199,rNFwZJbGcZBvPw22UXwW2x1nEPJvKepGPb,,1200100,,0.0,1200100
2200,rDXDGdj7JBgJjnm4vHXzRz1GZuogahYBij,,1200045,,0.0,1200045
2201,rnJwQeFeRhQwKsMtw8dvCQ4jpYWcW2Hug3,,1200001,,0.0,1200001
2202,rHmZM3KQRzqqz9c1kEXcU3gG3CpTZH6Dm1,,1200000,,0.0,1200000
2203,rUUnyBJc5XBUB7xjvCpYBmerLhJ9iQFTdQ,,1200000,,0.0,1200000
2204,rJNwHzFxuCnoTwoybmycYZjXSWd2Q5KnNG,,1198805,,0.0,1198805
2205,rfvpbfWzztZG7E3QhpJJt16WWP5yfkhGq7,,1197700,,0.0,1197700
2206,rBNmyJ19Ahcyt5irpwR8YLS6WyzftbuVZg,,1197317,,0.0,1197317
2207,rPnbJ3LFU9stjtUCs7yweMKmhHULT4fUE8,,1196707,,0.0,1196707
2208,rhcWVy2Jugb4UmhXQQA8j4xgBs7hHuoufY,,1196479,,0.0,1196479
2209,rUCNdkec14mjtb5iwDFg2LBRwzQu9rwMxd,,1195510,,0.0,1195510
2210,rPESatEwNDqf3G2xff7bYDF47FH6ZUwkpx,,1192563,,0.0,1192563
2211,rBU6VGqY966HKCYs6AQfV8jXSD4US7HjV7,,1191913,,0.0,1191913
2212,rKyQU3hKh4X4vFCnouhfwWzpuvfZ8paJBf,,1191146,,0.0,1191146
2213,raMcWUUsFtgwyZu83Sb3Xwo8jYpvzp4U84,~lampenkapboom,1189800,,0.0,1189800
2214,rPJN7gBNJMCTGm43wZqDXbpozw283pYGXZ,,1186010,,0.0,1186010
2215,rLz7w3kuRJw2a1TitT3AKcW1RLu6cAuqGr,,1185893,,0.0,1185893
2216,rB3kDfHHos5GsnsthbxSyWgz2Cs61Jain,,1184536,,0.0,1184536
2217,r47uXrpE82PE5hBSPHk6a9QqVfQqRtS2s,,1182918,,0.0,1182918
2218,rNsohevFot11AcZ8qaP6Fb8gtQPdXnjqpq,,1182641,,0.0,1182641
2219,rwdV4pAQfbGJvU6wDdSLgiczcHjwibQtKf,,1179212,,0.0,1179212
2220,r9JSWWWjLbNz9VoiHBQzjfYa6Hyv8GnFJK,,1178894,,0.0,1178894
2221,rnZUgZYPHtw5Lfy3Jd6e4tkkH7HYfjp4xy,,1178673,,0.0,1178673
2222,rBxzo1qtBh76gfmULi7o7vvwYUqv4e3Fj5,,1176110,,0.0,1176110
2223,rKoePMg1MnWu19E38fqUji4eX6qNgdoTAr,XPR Bridge,1175238,,0.0,1175238
2224,rBGiRocbbqgtE7ynhDGCVDcmrqoPpYvP4Q,,1174050,100,0.0,1174150
2225,rfTEs2VbUEkZwK8Dhhfu4HhqeZtcsEvRkX,,1174063,,0.0,1174063
2226,rDHovetR9WqezwjyBHF4TCD3EmWayBiS93,,1173765,,0.0,1173765
2227,rB5TihdPbKgMrkFqrqUC3yLdE8hhv4BdeY,~chrislarsen,1172876,,0.0,1172876
2228,rhsBHxfA95UhL7NuevxoZSPC3u8g9JXk6V,~GRC-hihi-8935-S-hopu,1172733,,0.0,1172733
2229,rUdxfbzgG74nKCECeEydze6ipw4vwS6LVK,,1170719,,0.0,1170719
2230,rau4L3AJbzGuPd5H9aZrvSatAvyJvcEW6Z,,1170555,,0.0,1170555
2231,rPysDMJsePnVx1yJjT92nbwM4BU4h3Encu,,1169515,,0.0,1169515
2232,rhsZa1NR9GqA7NtQjDe5HtYWZxPAZ4oGrE,TradeOgre,1167488,50,0.0,1167538
2233,r9WaAYVzJP6pbZMoxRu3No4PyyEEasFVkS,,1166603,,0.0,1166603
2234,rD61Ge2vN6rqQkkpEfXe4e8cYcoP1ZVLr,,1165110,,0.0,1165110
2235,rLPYDDenW8dXapd7j9XG4FmhL7R5x99fTa,,1164066,,0.0,1164066
2236,rpxSs4EVCK22ULxTMviukDy39gnbcxPVGY,,1163745,1,0.0,1163746
2237,rPKcmAWPdRpy3pyFJA1YNhB3xacDxWHUBT,,1162596,,0.0,1162596
2238,rnKuuswuxAFzHPh5V1KYsrpYhZ2FHu6YXR,,1162221,,0.0,1162221
2239,rhgdUEWupAaGSnQpcBmTaZPoSXqtYybETx,,1160000,,0.0,1160000
2240,rpLAmuNjEFYFtBrKBiSdU4uuVbiz8oYGGf,,1156180,,0.0,1156180
2241,rKnuecqcWB9ka3WpazNKuvXbdr5iUXGE9m,,1155815,,0.0,1155815
2242,r4cf3e75tnRCBVZJg8wmqJF9gVbb7kCtBN,,1155050,,0.0,1155050
2243,r4ZB1RYySiTzxNN69CrQF3U3KaHibwuhct,~atsukonatori,1154870,,0.0,1154870
2244,rLksRRDdqCajDdE26qkmwsyWJGqsfLEbNT,,1154649,,0.0,1154649
2245,rLHXrdisBEs8WpDm8qmbDKj7QMLLbTCgXU,~minojam-jp,1154618,,0.0,1154618
2246,rBDnWL9yTkBfnAm569aRPsVJkaFyxeNCHz,,1153350,,0.0,1153350
2247,raPPUN7BvxpbdrDYvo465g9Vyjmc63VYdp,,1151013,,0.0,1151013
2248,rPDUkMytvBwVzXEnryXEiKPzV13Z8nAzTz,,1150669,,0.0,1150669
2249,rwzargZNbz1UpGsvkawokD6AKqtDM7a7st,,1150435,,0.0,1150435
2250,rJ4yRC4C4SvejVC2uuNTd8zzrckGaxBZkG,,1150080,,0.0,1150080
2251,rPe11dvXRD5qTkGSexSdyVJWg5r81ARFTy,,1149041,,0.0,1149041
2252,rBE7gSui8Qtwx3UsGPTr4TQNVuihaG7gE5,,1148947,,0.0,1148947
2253,r3kWUvaDPiheLXj2JHJshYQAMuZQcYDy6B,,1139302,,0.0,1139302
2254,rpYWJNbMSNktSe6TMct7Z5h7aQqBQY3w7r,,1138647,,0.0,1138647
2255,rJ9Zy5k9inxxDy7xpPDr5sfU1FpQgX9rk7,,1138552,,0.0,1138552
2256,rE2YKnUm5QYQFi5PNAjmC6weuYbpYNEo2L,,1137785,,0.0,1137785
2257,rwZkbsXsp9CZ2uL1ZB8QGby7FdGKGzsB88,,1137020,,0.0,1137020
2258,rEDQPzsZcYEejcupnBz7TnSA6Kky7fLtcg,~Raimu-Ripple,1136013,,0.0,1136013
2259,rK15Da9m1fTsrLrB76jsfLbhiwiH7BW4fJ,,1134713,,0.0,1134713
2260,rEu1rdxbwXWzLzHX6z3d6Tm7MonyAWY8PY,,1133697,,0.0,1133697
2261,r9oZEiKWtcUTdDo54cr8GHs5B4DjT5w5ot,,1133453,,0.0,1133453
2262,rBXz1iP9cCKAn7ftFNyJefP96zBs6GM4uF,,1132803,,0.0,1132803
2263,rpuDrnuobGivy2XPouxUoFgHAs8PQdxq4d,,1132772,,0.0,1132772
2264,rUDEmWMeWNCPsb7AdXzWwrCdbP86gKt6bH,,1130020,,0.0,1130020
2265,r9WyFz1YSJfjzkSw1sjKkFyBYKyx4mig2h,,1126511,,0.0,1126511
2266,rnu5sgjGMetYjGK3Dh4Yo2TZrgFRPY3RAK,,1126285,,0.0,1126285
2267,r94ZaeSBvgABeL51u5Fw1UZ4jRToyqUetd,,1124783,,0.0,1124783
2268,rHhEpDNVr8WtRHa8HoxszHqhAhBKEAQYSS,,1123873,,0.0,1123873
2269,rJnJn9yRnKiMRBZAFP617KDy4mbDPDZ4x6,,1123566,,0.0,1123566
2270,rwQnZzwCAn2p8CZxncrE6H4X9cvCwJtYki,,1122379,,0.0,1122379
2271,rDnLGbDVASyyxbMsenXzBuf2GCxigPRcTG,,1120713,,0.0,1120713
2272,rJ2et3K8cbpLASPeSh2ewexwwug3Q7v6GD,,1120039,,0.0,1120039
2273,raSbDWj2F6jWD1upg2VexkpUM9oom5TdFn,,1120000,,0.0,1120000
2274,r9QVC4pfy8BWdBi34T9xtNGvEZprSEfwb4,,1119800,,0.0,1119800
2275,rpSrDT54qEjsJxoM4bhq5FU8mWGWAbDYFN,,1118744,,0.0,1118744
2276,r4QthqC2BeujEDtSgcLCejXEdsrvD8wgD4,,1118734,,0.0,1118734
2277,rU242ATdc4RxoPEeHk7gWpgA2hBFMBRYiB,,1118323,,0.0,1118323
2278,rnK5sEqN8wBLPxY63ouod7qTwodEDtAAFx,,1118011,,0.0,1118011
2279,rNa2WoKtP6vaDeMywMx1VwxoNWHeJUCTHs,,1117693,,0.0,1117693
2280,rLcDta4abbKSN8apv8VRAkKGAtDAuPokfc,,1115888,,0.0,1115888
2281,rpXphdRQ4ZsS4imfDptb12K8kmjdDKVsoc,,1115089,,0.0,1115089
2282,rpqpQxBSZP1gw46bCn13tAEvyC47EFfcCh,,1113998,,0.0,1113998
2283,rECGD2QGbPnryu8PCnsuXNfezArCheiKLA,,1113178,,0.0,1113178
2284,rne9j56srypuYHSYiJxJZ6cKbJ69weXqjn,,1112700,,0.0,1112700
2285,r4VAphFPScVZmRLsAW9NLd62KuQEpk5VCG,,1112670,,0.0,1112670
2286,rDiY1N8kraEhLfmWX4U6c9ceLsabq2dvAY,,1112606,,0.0,1112606
2287,rf4ghj1XvJpvFdWxbbWcapsaf6m6Q2cQnT,,1111335,,0.0,1111335
2288,rHCT6xknwZ1VVzCZD2kbW6H3RmnoQPj2b2,,1111001,,0.0,1111001
2289,rMVidfXgJjk7Tuiq2h3t8Hfc9eDfUCta7K,,1109964,,0.0,1109964
2290,rMFRqe6TrZtQTqgL7kCxuVU5kmWU15ZvYL,,1109858,,0.0,1109858
2291,rGJNJDTCaqKtBBEh1XohPDHXm1jQ8x8Xws,,1109728,,0.0,1109728
2292,r9oqbrNcKL2vsWshReCofW3zwerynDcL3y,,1109502,,0.0,1109502
2293,r9q4GEsG3Vyw8FEs55oFinwc5sPsaMsH37,,1109486,,0.0,1109486
2294,rEW1oKojFXRhmiJC7DAeCkwEYCcGKGpggN,,1108324,,0.0,1108324
2295,rJMU8FxEbF7zGmVQ2yYd1DsvcFwLuPsm1k,,1107293,,0.0,1107293
2296,rhFpkhceFvErn4bX2ZwxFxwoGtKvMHwhvG,,1107092,,0.0,1107092
2297,rJpvdhdf3WzkHNYFLptEhx3PgY7mR4qR7C,,1107002,,0.0,1107002
2298,rwmqYSZZHgmjooLcQq4Wbe5RFpsu4qr6VM,,1105738,,0.0,1105738
2299,r4H6GW2JQQaEqtktWNQ3ms1ThCVpQXNMT,,1105291,,0.0,1105291
2300,r9M4D2xG3c222152e7Q4UYCRGB8ZK1sbgw,,1105177,,0.0,1105177
2301,rsaD5njAPwhxCcBR6yD4k2Gu3oDxRh6FUM,,1103674,,0.0,1103674
2302,rhrDKBEnM4Nyp3qLeDLy2xCD1RC4BhbFDZ,,1103167,,0.0,1103167
2303,rG3VSk8yHTy3wgTduvGFMy8P91KCdHHcQ6,,1102021,,0.0,1102021
2304,rUSYaUPUyXhEebdrQHXScFsKyUAjgPNbKf,,1100529,,0.0,1100529
2305,rEsb7cmoMvtLDahgBQYA4Rr3DDQCQrftZC,,1100423,,0.0,1100423
2306,r4MJUYs2G5wDZdzDpmJmrVV3xcPvnNXxW,,1100278,,0.0,1100278
2307,rp3e8uc6UiwrfFiJ9ofQpnqUEnbsChkFKF,,1100082,,0.0,1100082
2308,rDRS9XanLDJ9mgU4q9nW35AkceG6mUsvNK,,1100050,,0.0,1100050
2309,rDCtGnphEioMTRcdxuYSrosDmCud3JBHgS,,1100024,,0.0,1100024
2310,rfiaesgUjQRA6QCDQLpTJU6EJRjdhbd7Rm,,1100020,,0.0,1100020
2311,r9XLdX1zYMgdLkAhX9iwdRdekTPKuFT8oN,,1100020,,0.0,1100020
2312,rBK3u7u6BnPnFmdcUmUfU59wfHefBt3Kb9,,1100016,,0.0,1100016
2313,rBNqzjKMhZ2gAMbBrX58HoKpsuE2BpgNGU,,1100009,,0.0,1100009
2314,rHvJ2irS9gi8R9zwadYf6PbWyxekgbSu2p,,1100002,,0.0,1100002
2315,rMG6c47P44Xzx8Fma5TyufrwK5FxtAFy4Z,,1099931,,0.0,1099931
2316,rfqi55wsJekntW2Uz6fDmYcfA6udCRsxVL,,1099504,,0.0,1099504
2317,rDKXGBhibMWUZxMgdN6Sv3tYdVroHzqMKh,,1098449,,0.0,1098449
2318,rUxiXpmGLeVJ3Ginf4jo1a39pKweZgwsPG,,1098349,,0.0,1098349
2319,rZXQofWzmvjvJur6ijbrSBC7GERf8ipzn,,1096752,,0.0,1096752
2320,rNTFJuignoNbAbX1TypCk5VbjkYBWqed5w,,1095185,,0.0,1095185
2321,r3zUhJWabAMMLT5n631r2wDh9RP3dN1bRy,BTC Markets (5),1094492,,0.0,1094492
2322,rQJek4bGG3gnGaHBQBftwQEa2wfFpQ1HFc,,1092338,,0.0,1092338
2323,rDFdXtgKTJd1ZAwW9umf1RL9T3gBy5b2sc,,1092000,,0.0,1092000
2324,rBHVEzxnBy9294N3fJoMSDUSMgy9xXwid2,,1090960,,0.0,1090960
2325,r9EmPfAdB5Ah94Vnc2N3Zwvr9iNfsNV4mR,,1090000,,0.0,1090000
2326,rLv37fNGvYJM1ibtNAFbDHVxSELo3JbW4g,,1089888,,0.0,1089888
2327,rLqMPZRbk5q52pNtYznqRfT4kc7RP8Dd1B,,1089686,,0.0,1089686
2328,rpY2R1uys4eWB1o2rxS2aRsc7ts6ZhmwM7,,1089050,,0.0,1089050
2329,r9vM1jpunE9wDTvm4r6XK41EDwiGJ15M7N,,1088903,,0.0,1088903
