Rank,Wallet,Owner,Balance,XRP Locked,Percentage
6400,rpeCmVSwMiqJh3yHgYjdzMaTJaPeEPznEf,,"386,821 XRP",,"0.000
%"
6401,rKbFpM9uhb7yCjBADfFdVSmS88FhDz4jh4,,"386,812 XRP",,"0.000
%"
6402,rBUnzBnWHrFfHmbNMJvGwzWNUEMuNSb1gA,,"386,771 XRP",,"0.000
%"
6403,rpUB41ao48FeJ4Xh5K7U1wdhZ54d2XrEE7,,"386,578 XRP",,"0.000
%"
6404,ravbgMTmSSYpBX4FfysjEXNAWWZB7Rn573,,"386,541 XRP",,"0.000
%"
6405,r9BEm4NBphw9HETVfSYfassXRBK2SKWcbV,,"386,244 XRP",,"0.000
%"
6406,r4AGhaTrgtFL9Gq1VLkwHtfNDwg5DLpb1E,,"386,204 XRP",,"0.000
%"
6407,rMJ9AfKEXviBgGA3EjLSsK898oDAS4R1Mp,,"386,200 XRP",,"0.000
%"
6408,rE3jUd5yjQPeFAFj3Vcs2vcCanbpEYTWPm,,"386,069 XRP",,"0.000
%"
6409,r4v9exha5KiJPS6sg5AJ2sWiDDfjLD2Vwp,,"386,020 XRP",,"0.000
%"
6410,rfFJjUCRK5Nr9HZiYtruJ6KQduCLXZy2A3,,"385,992 XRP",,"0.000
%"
6411,rPMiQvxR3KrKKvtKtK5YfXr143Lpt7ARF2,,"385,936 XRP",,"0.000
%"
6412,rEHPY17RFGgMCQDPmB37xyp3iFvHP5k7Ue,,"385,926 XRP",,"0.000
%"
6413,rJYZ5TFLgT5DBaT1wwaaDitA1UCXg2Guhf,,"385,850 XRP",,"0.000
%"
6414,rhhFiHqqUVgpoFQXvRtXBHSUcmPQHN6GsZ,,"385,836 XRP",,"0.000
%"
6415,rLXHu6TVVEBgedgC35g7aq6mJVr9jm7M6F,,"385,601 XRP",,"0.000
%"
6416,rK6moMoAnCUT1Kjxme4AGQ3WbtwvdKmEdu,,"385,505 XRP",,"0.000
%"
6417,rJMuSMh6dzQ3njQddJmjCUSzueALPZFjN8,,"385,451 XRP",,"0.000
%"
6418,rBuSwzUPxPLDoJMJpPR67net8ZfiP2Kyi3,~fog123,"385,436 XRP",,"0.000
%"
6419,rEaovEMVCagA8Pe3fKXP7zvBUQkhjuL9Ub,,"385,215 XRP",,"0.000
%"
6420,rng4Rexy4ZRdbjeN41VA5GVZUXSik9mdpx,,"385,199 XRP",,"0.000
%"
6421,rDB3ZazTGuAW2j7BCKCbgKUULt9GNDjXHj,,"385,158 XRP",,"0.000
%"
6422,rJ9xNy36VeY1AFtHqihKrkissywYaopNDz,,"385,038 XRP",,"0.000
%"
6423,rgJDNwi9sH5pH4bUkjZ9qYe62sV9fG4gK,,"385,035 XRP",,"0.000
%"
6424,rMeQ5tr9Vsn8jPyd5UFDEUKap8S89VAjG3,,"385,035 XRP",,"0.000
%"
6425,rHz1yYqXRMRWdCx4Q5c62RZPd9do8ToWZx,,"385,012 XRP",,"0.000
%"
6426,rf5fCfYKHLGPRbvSwiBvhjDcrCLW5qCZir,,"385,000 XRP",,"0.000
%"
6427,r9M2DX4JZpj2Pea8SQ7S64fJ7wU74G3fBj,,"384,910 XRP",,"0.000
%"
6428,razwJY6WkM56g4bmBbKB38BsB6JXsm8s4s,,"384,730 XRP",,"0.000
%"
6429,rPasr9fbtfdCQUW2buGNCkVUsqSfPdx92Z,,"384,553 XRP",,"0.000
%"
6430,rLhiAdNPzawraaKDo6KEvitcXg9Jgpxw9S,,"384,550 XRP",,"0.000
%"
6431,rJKw56f4RoDYyrRP7fmvhHYMrCJFW82NDC,,"384,496 XRP",,"0.000
%"
6432,rf6pfyV5BirPhPjMpQDhbuGgDYoX5xwsEu,,"384,384 XRP",,"0.000
%"
6433,rPxRBtu6n5dGHjerJHhzzmyNkFrgsCq4Ez,,"384,299 XRP",,"0.000
%"
6434,rUGUtcrNDbbUJj9GdD8HPJXudW428kABTg,~fukuchiyuta,"384,276 XRP",,"0.000
%"
6435,rnx2DQrD23RednJGBm7MmytEVWjFGrwFgW,,"384,240 XRP",,"0.000
%"
6436,rERg63gsuHVePbKB571fH7NKGxuGTxC3qr,,"384,170 XRP",,"0.000
%"
6437,rKcXMgrepCPuwhAv8Fs1Hs5wC3VWTXXudp,,"384,165 XRP",,"0.000
%"
6438,r4ydzPHPk1uKMRuxYAe7y7BLcxRX5iu3kg,,"384,100 XRP",,"0.000
%"
6439,rZimq1f8B6Wf9XZsTnqbFXbXHFijpBtLa,,"384,061 XRP",,"0.000
%"
6440,rGuW1ZiJ9UqypLZBWyEJPGtmoZ16xAFky4,,"384,021 XRP",,"0.000
%"
6441,r9q7Piqr7yFQCjZGRkRsF9LgUMBNPytG2W,,"383,869 XRP",,"0.000
%"
6442,rh9XtTQmqRGLpLm9bNyp67V2tewdRLJ8wo,,"383,828 XRP",,"0.000
%"
6443,rNVBzfNwhqWX278Er2fxBAy6hzsgSnmoAn,,"383,735 XRP",,"0.000
%"
6444,rs31y5PMcEgnrjfTepVac7WuYfHZ2Z5t1k,,"383,701 XRP",,"0.000
%"
6445,rwjKvAELoFXsWyzEbhosEF7VAzW8iPq5CY,,"383,673 XRP",,"0.000
%"
6446,rSK9BZPAUHgb7Z5bYDvyZSST1dPKnAweM,,"383,608 XRP",,"0.000
%"
6447,rwp4hyPHWfJwodV1Q3tojrR5uArrpSCeWW,,"383,510 XRP",,"0.000
%"
6448,rGfdAfbNZLMxnUCaycZ1AKqgf8rC2dog1R,,"383,475 XRP",,"0.000
%"
6449,rNDhmgjZNxMnZ53sYmBz6H1MRC4fL172Tm,,"383,446 XRP",,"0.000
%"
6450,rHD4WEpgPiHsXaXhaNVXAWe9Tm7t3oVFqH,,"383,383 XRP",,"0.000
%"
6451,rheQmXCMQ4vZsqxMXrrpM8AJsqzicVsgiD,,"383,217 XRP",,"0.000
%"
6452,rPimdmJ8uL1jRScLUFSJfFZ9QCcZ5WUAdL,,"382,786 XRP",,"0.000
%"
6453,rsdTwBtVCeKGGCUQyTeFyPz1MQLzkbKBFS,,"382,693 XRP",,"0.000
%"
6454,rG5k2SdYN6DLGqiLZ8nrUfSCJBrBfvNCdA,,"382,534 XRP",,"0.000
%"
6455,rErXuXy6zV9RZZrkW8WPsuhfyvRdieGbSU,,"382,410 XRP",,"0.000
%"
6456,rHLu9PsFMtVyQ6cqp4sYjsdrrHPndnbMpP,,"382,366 XRP",,"0.000
%"
6457,rwpbR1hhx7AwCVdQhz1cwBp9FgZgBJrQUd,,"382,306 XRP",,"0.000
%"
6458,rDyL4c1acGPeUEhmUjRTMySbQgC2vBET3D,,"382,288 XRP",,"0.000
%"
6459,rnLiKSX9TRzqjbgmdTwMH8UeXUSEotM1Qb,~Toyoharutanabe,"382,223 XRP",,"0.000
%"
6460,r47Sx5PATW2Fy5Gw5mgYhrxXS5nxTGJvx4,,"382,102 XRP",,"0.000
%"
6461,rDvAaDWrLJZHxcJEuY6NxX5yKkF1VDujkq,,"382,084 XRP",,"0.000
%"
6462,rJDN1YYxG7BhJ4njJVP7CaCQF15QagqFtg,,"382,043 XRP",,"0.000
%"
6463,rhEDQe7MnmtW7FbYBeMUM1GHdNXuJ2W38i,,"381,933 XRP",,"0.000
%"
6464,r9to8fgjhABqpWhjyNWb8QVpd2QiqNrvse,,"381,905 XRP",,"0.000
%"
6465,rEaRDjQeHhfME6Ku4DQUApFhaoAB5d7a8Q,,"381,681 XRP",,"0.000
%"
6466,rLyNuGuNfFuih7W9F74jJ8dfakj8K1o4gg,,"381,539 XRP",,"0.000
%"
6467,rBNivEkH1z2g9PTUkfGTqSnRHMEnNUY6XH,,"381,524 XRP",,"0.000
%"
6468,rK5qdiBsXMXX9rubBFuuLXcwFPqDD9Agch,,"381,418 XRP",,"0.000
%"
6469,r92J4uWg1PiMRPyzVw71aYDRKMetsceHSf,,"381,402 XRP",,"0.000
%"
6470,rUGKSySWMWU4EEpgmoQVRbRt7hwwtZut9o,,"381,296 XRP",,"0.000
%"
6471,rPy2grJr86ofq6DyWFamwwxqCgncHKihdn,,"381,121 XRP",,"0.000
%"
6472,r4w6a94FBG2R3r2Zhsw2uAPxUfaJV1HCtD,,"381,095 XRP",,"0.000
%"
6473,rK33V56M8EsUwQNhxTjpdeoTG6AgmrtzQ2,,"381,093 XRP",,"0.000
%"
6474,rNCxPum63YYdGWgJUZnaQHiAqEew1LS67K,,"381,017 XRP",,"0.000
%"
6475,rN4q8ZFjcR8M3hx7F5SxJ4gXp11zYXzy2j,,"380,742 XRP",,"0.000
%"
6476,r9bQUEePDm91XZDz6ssZX8HnBs3C2hEmsK,,"380,635 XRP",,"0.000
%"
6477,r3vta9HhrK5eyXafb9NnT82UwWu8cemrqn,,"380,606 XRP",,"0.000
%"
6478,rinc6KdA7tMiUjosNL6YDW3pxirS8epRr,,"380,546 XRP",,"0.000
%"
6479,rMpKfcJxE7D3kAiHfuk46gpfQjAtuoi7Zh,,"380,465 XRP",,"0.000
%"
6480,rEAdXgjLh6qdDXSwCZqEsABqrhFkaD9ob7,,"380,394 XRP",,"0.000
%"
6481,rhiwqiSLCceWq8zt5R5KQEi2S3X2XDGwW3,,"380,328 XRP",,"0.000
%"
6482,r47jdVEJvfixzGjvHmGrXsZQFQQfP1sv5Z,,"380,300 XRP",,"0.000
%"
6483,r9hvAPLcNBy13iQVfYsJnXjfwyDpxNmD6Q,,"380,268 XRP",,"0.000
%"
6484,rEx9aixkPDiWZpKE66fJeDQmpUSyeVzLkB,~Steve42,"380,251 XRP",,"0.000
%"
6485,rN18PicuQeaRzSXBaDZhyP6v8AVyuHku5i,,"380,137 XRP",,"0.000
%"
6486,r9588RXDSMsdeBxWgnTMBSSbmQKij9hLPo,,"380,100 XRP",,"0.000
%"
6487,rMDdrSFs29PysfcH3pjhQg9wtsz8REL1xJ,,"380,085 XRP",,"0.000
%"
6488,rsQg1ugXtuqmMiGzdwPCgA8sizsvwHT86e,,"380,073 XRP",,"0.000
%"
6489,rNEL4JfrkZau7C4R8w3GYuXzQD6v4mDyPx,,"380,038 XRP",,"0.000
%"
6490,rB4F46gvQw1HnZkpMcFNjSY92PXVgJC9mN,,"380,012 XRP",,"0.000
%"
6491,rHks4SJfZdewY2yXKdH5xz3xjZodjJ9VrV,,"380,012 XRP",,"0.000
%"
6492,rKQqiYtyP35cVF6A7eLqrrvVX5A3k5VcPm,,"380,011 XRP",,"0.000
%"
6493,r4ir45NjiuUpp7yQEDGaybxnuo1KMNH9Ly,,"380,010 XRP",,"0.000
%"
6494,rNvKFnxgTtzMAjKzEdr5UiZ5f57p3RAeWS,,"380,001 XRP",,"0.000
%"
6495,rPd6RTyNZLiSVrVGrH3gg9ykjxSxadzFPL,,"379,999 XRP",,"0.000
%"
6496,rPqrUajnTiLsMwkEYfXMMDH7hcRVpfpjJK,,"379,974 XRP",,"0.000
%"
6497,rpAe9dR2GpKagkGU37w8VTQwq2duF6L3ax,,"379,949 XRP",,"0.000
%"
6498,rMUSHXQ1pvy1ecS7r19g5rY86bJrMUZY39,,"379,940 XRP",,"0.000
%"
6499,rHBCNudnEAbHnFkU1BvS37qXzWDgLHRK2x,,"379,811 XRP",,"0.000
%"
6500,r3GDXyRdMBNyLZrHa7z2Woz3u6XFu1c8wK,,"379,798 XRP",,"0.000
%"
6501,rnCW4sr9u7JWbsBUzqJYLpU61b6Gez69NF,,"379,543 XRP",,"0.000
%"
6502,rafcF28MRJJHLYfsVAcniuLRVRQ1LWghYf,,"379,427 XRP",,"0.000
%"
6503,rQ9pMAVCCDT5DQ7NLZJYS9GGs5fbvKmDWX,,"379,324 XRP",,"0.000
%"
6504,rUzBnfwyFbWaTerABrDEzExBon6oAh3pcn,,"379,210 XRP",,"0.000
%"
6505,rhuixLG7EUaAotRoXkEkr34VXmRbVGYppf,,"379,158 XRP",,"0.000
%"
6506,rkJXaRwTe8TPRuz86YPJZdnRUs3vv8SSQ,,"379,101 XRP",,"0.000
%"
6507,rJW3R6YssDdAbdYsBtRU6jdvknxxsGn7zQ,,"379,088 XRP",,"0.000
%"
6508,rpAeXH7HA92UiJAEoMhYivomdPiK9Kkzhr,,"379,088 XRP",,"0.000
%"
6509,rheuk39gc8qLXQrsdAAbhZ1tcy9kFBBqF7,,"379,058 XRP",,"0.000
%"
6510,rfpPPqEoH6ZZiGHEt5Zc5oeMKMD412zEsS,,"379,052 XRP",,"0.000
%"
6511,rfhvWBNGkF4E48pu2LmxxZrqjCaHgzAHBv,,"379,007 XRP",,"0.000
%"
6512,rNddSWJhUUuRnQxJpjzL92qK8AnCE6W4p6,,"379,004 XRP",,"0.000
%"
6513,raVSXBsiTT7SHj5Hzhc9oiYPVcdq8cBTPa,,"378,960 XRP",,"0.000
%"
6514,rJdCB7hJZdytkbZPb4bWezJoeSAGD7R4DB,,"378,929 XRP",,"0.000
%"
6515,rHdZ7U6jDfgbQbUpM9h83aazNCwpTKefpX,,"378,850 XRP",,"0.000
%"
6516,rMDiukWfaGP33BGH8YGzZaXM2fcR3boQX4,,"378,837 XRP",,"0.000
%"
6517,rp7SuPde8xEmQPMdS9vNU8P2Hoe3ciiYmG,,"378,783 XRP",,"0.000
%"
6518,r9cfkw6EzdVWqBgg85jm5ujiUHrARfYUm1,,"378,697 XRP",,"0.000
%"
6519,rs9TVqbFPtSn7XCXErwBBZkrYoAw7jNcG7,~pierce34bibby10,"378,656 XRP",,"0.000
%"
6520,rnEamEcVeGbjGWEvjHzv3CR8axZma8nKHg,,"378,625 XRP",,"0.000
%"
6521,raUUnmDCAquLYiQQTByiBEqx9ehFJzXpsR,,"378,622 XRP",,"0.000
%"
6522,rNFAGY8Qhzv49BUWBj6AfuKEZ22WAymxBF,,"378,567 XRP",,"0.000
%"
6523,rHAayepYszGEYrr1qLPEsPyiCMuDmtfYh8,,"378,543 XRP",,"0.000
%"
6524,rauMd6ebSMSGC2QVbRj7pmfq9J1W7Eytgy,,"378,521 XRP",,"0.000
%"
6525,rKh7kTqu4CtM48dZtbkMsyhqNqTYveFxHG,,"378,471 XRP",,"0.000
%"
6526,rpHWUU1QBJheyWsFpMxhvgHmEjkPdNnHdQ,,"378,287 XRP",,"0.000
%"
6527,rpRZvYzeQ1J7GNau4pnzBW8BPSsxM8QQnf,,"378,206 XRP",,"0.000
%"
6528,rGnu4oWEEEji8px2YUzvKKkpyiGrRfYkn4,,"378,000 XRP",,"0.000
%"
6529,rpSihT3cQhPs747qfVLGET31LhVu6P83VG,,"377,953 XRP",,"0.000
%"
6530,r9wrGvmByPT5tig7rEzxDi7iaz9iAge12E,,"377,874 XRP",,"0.000
%"
6531,rG4RRLhRjQ3enJ53RHfrm4mAa9SpG7cBtg,,"377,751 XRP",,"0.000
%"
6532,rfQRBKZ1Qvh4r2zuotGahczJcBUFtuNWZH,,"377,675 XRP",,"0.000
%"
6533,rHY8Mnb8V4SnMdq3fedfL6avsCBkJoxx5b,,"377,363 XRP",,"0.000
%"
6534,rJuUHLZGQ3sDvX98JMvdRMk9KJ3wvwBnbs,,"377,345 XRP",,"0.000
%"
6535,rKDKZHcZjUL6LR5qiYzXa2JZ5XstCzsULX,,"377,154 XRP",,"0.000
%"
6536,rjE1bfTZEJCMiJM3Vr518st6eYFWbMPuF,,"377,001 XRP",,"0.000
%"
6537,rPHZ8gBtAP7vzTZv7mZqV6smMJppWbf7EH,,"376,910 XRP",,"0.000
%"
6538,rKiTRtqWvQgswZv1dF34MJCzgpVwvzUiKH,,"376,691 XRP",,"0.000
%"
6539,rUwBj4WaoKNUuiwEEThN9mjspQzCEAQHx4,,"376,523 XRP",,"0.000
%"
6540,rJKczAvXZdCT4fJJtX3hgXQ8CygjYGUZqd,,"376,501 XRP",,"0.000
%"
6541,rMVrx5toZLMqutS81rcZTv49fKG9RtMqjK,,"376,360 XRP",,"0.000
%"
6542,rQrEC6n248nPS5BnTDe7kXcEN952No4vqF,,"376,028 XRP",,"0.000
%"
6543,rDTrGKdhsJaApL3oLYLC833aLwJeuJuqWC,,"376,020 XRP",,"0.000
%"
6544,ra15CLeVc7beFXtL2Gkc2TtmbcBJtEJJcW,,"376,014 XRP",,"0.000
%"
6545,rK6enCZ6sMs84wMhTUgLhnPr9eyrTTNA6W,Deribit (3),"376,013 XRP",,"0.000
%"
6546,rDM6HhoDD52MeBVC3WaLAWrx5JY6UrZqFQ,,"375,973 XRP",,"0.000
%"
6547,rQL7YGXNABVmSkump2EVa4w6mwfdDzGDBs,,"375,939 XRP",,"0.000
%"
6548,rKwPojDsJHME3yNDHYA3MCE8KkLhKrJ4FY,,"375,816 XRP",,"0.000
%"
6549,rf5rnFMKc4AoHxHfhEvRiFRr2NAP2ox4cC,,"375,816 XRP",,"0.000
%"
6550,rw2Wq9vz9Y4mZ8BsHUJJZZBdtTKeXFArgP,,"375,706 XRP",,"0.000
%"
6551,rseQmKQRTJ3xpo3rmtv6Bfytyx3AsmygXt,,"375,429 XRP",,"0.000
%"
6552,rPqrCJi1xW36h3ixkpf6D2tp2S2SgXKMWE,,"375,345 XRP",,"0.000
%"
6553,rs3tAURkhW8id5jhqbB2QxedrVw2evPR7X,,"375,288 XRP",,"0.000
%"
6554,rsFyd3d1FxtWBLqi2AgKRfBG1YbJDNpHbJ,,"375,266 XRP",,"0.000
%"
6555,rKbtT6j1JGjFnwkUp2Na1W8XE5Z79VsMYi,~shiftpayments,"375,254 XRP",,"0.000
%"
6556,rHp8yktMXpWamSDsPeeiM3tv89UAsz5PW6,,"375,211 XRP",,"0.000
%"
6557,rGkAGAxiGjKp6P762fHUY73wz3ynMfwrf4,,"375,208 XRP",,"0.000
%"
6558,rKzHHBNVrm2XtssWy9kcxVBWTMzqB49y1R,,"375,186 XRP",,"0.000
%"
6559,rJ2qcdqbnrzaKwAiKJzky4DQkC6vnPAy2S,,"375,119 XRP",,"0.000
%"
6560,rH8tsh7bik2LCqUP6txaSqjHsNVUBMjfkY,,"375,110 XRP",,"0.000
%"
6561,rfSDhUf27yF2V1CNDenb1BHNgNArKixR2z,,"375,101 XRP",,"0.000
%"
6562,rHpTMooiUUpaA9xNqxvSTLBeTLSfiJjmQ4,,"375,054 XRP",,"0.000
%"
6563,rLjs3EpkbtVqB4fdVTLPtHeZAo5kuMascN,,"375,054 XRP",,"0.000
%"
6564,rG2LD8WT2DbBKDeUUXxAVzi6LTcJSkqpiZ,,"375,045 XRP",,"0.000
%"
6565,rniJbjwB3LMkYK1omojnreUUEaqkJ1VHXy,,"375,027 XRP",,"0.000
%"
6566,rD1kQRbsYL9siTV9p3PL9XUFU2xkwqWdMP,,"375,025 XRP",,"0.000
%"
6567,rKyMi78cvEWj5XjYJjR4CU5EywwiH5iY4J,,"375,019 XRP",,"0.000
%"
6568,rG3AYiKSqFLA1UfyDN81rsE1oeJB4kCueJ,,"375,018 XRP",,"0.000
%"
6569,rBiwqV89RyfY2y6yp3p1qeHma7hnkUhEh4,,"375,015 XRP",,"0.000
%"
6570,rDMTWND2GgRJFvzknBcbknbypwbTsN4qLM,,"375,002 XRP",,"0.000
%"
6571,rHbimEhK1qYuRXARfqmYYTKrEXsdbJbV63,~sa02kk,"375,000 XRP",,"0.000
%"
6572,rNVP6y9FdGVKS57H5TEypAZTQskm5SG49Y,,"374,954 XRP",,"0.000
%"
6573,rU3oUajp5rGSLcG7bdep96YkkcyK5Npqx1,,"374,923 XRP",,"0.000
%"
6574,rfzZjbQAL8BqGohAJrfoCLPCK7N6F8YZsw,,"374,917 XRP",,"0.000
%"
6575,rDdt2F8J4WC8hcj2Y1wL1mh9vapCeYfK6F,,"374,869 XRP",,"0.000
%"
6576,rp8wx89KPzqKxCBDVKeHdhGYH9vDxWDZ6G,,"374,831 XRP",,"0.000
%"
6577,rpoEg4VjNvQKqdBa7WnLsr53YofHMwT7LJ,,"374,794 XRP",,"0.000
%"
6578,rPhpzsXndjqTmSNvkR6AccHLNSmQhh4YzY,,"374,722 XRP",,"0.000
%"
6579,rwjBrKyzSgnn8zamo1vXcrDGnpSCX36LJX,,"374,715 XRP",,"0.000
%"
6580,rUutX2xSEXjQrqxSjExPYbRAu7EvjuWT1F,,"374,691 XRP",,"0.000
%"
6581,rU2paaXRfgS64xBnMSXSWDB4vaDcXruZhY,,"374,630 XRP",,"0.000
%"
6582,rf8kvVfjMrXycSyDBAPxk7byvXvAHDNG7c,,"374,578 XRP",,"0.000
%"
6583,rpFpNVC4p9cfpvfcCAc4n5s1tTDLRprRo1,,"374,418 XRP",,"0.000
%"
6584,rhivWW6Ze5e3Ps7rwTWiVcKw1Y1AG7GYF6,,"374,404 XRP",,"0.000
%"
6585,rGLuhaRMscrRvRDA94j2wyDSKxkdy2mwrH,,"374,356 XRP",,"0.000
%"
6586,r4ggtBUFuAWKCn2ur7EotPBoshLGmCVBUe,,"374,270 XRP",,"0.000
%"
6587,rMnb7rGfKsa65cVTAh4zvyWDsS3rtSMnvz,,"374,127 XRP",,"0.000
%"
6588,rfN8efX7vTyatEJcaffSJwVvAU8FWfTKpE,,"373,952 XRP",,"0.000
%"
6589,r9wYPTaYvkjTjuCHNbBKELyR8FmqfHeQir,~tanigawakouji78,"373,915 XRP",,"0.000
%"
6590,rKKzUyWSws3s7wnrkd3rn2PVAJ7m8Tq8AB,,"373,864 XRP",,"0.000
%"
6591,rEjhZP3XWook5TcjxZUNBjEWRYFwjqxCT3,,"373,644 XRP",,"0.000
%"
6592,rwU8DPFxygGHwYLSCfAaajXxXMP5bvNHPi,,"373,529 XRP",,"0.000
%"
6593,rL3kXAj4Y3mVGm2T6cReMePauvKphuhV2x,,"373,463 XRP",,"0.000
%"
6594,rUt7ETvQLHeoryQX62ZBqLjrusByGjLJqT,,"373,368 XRP",,"0.000
%"
6595,rfV3a6ncyoNCxrDcPJTCj5ZEA1dPKMC7S3,,"373,192 XRP",,"0.000
%"
6596,rNRa8MDGvKXzpYpxtvgG4kHjcWBXMCGk4m,,"373,021 XRP",,"0.000
%"
6597,rNNWHNBEJ3HmGqdDprvpjFDZjrkB5KQs99,,"372,916 XRP",,"0.000
%"
6598,ra4vmTcMPZNzLD5iMstrA8jduD47DUMLDy,,"372,907 XRP",,"0.000
%"
6599,rUa2wPXaqHbTchcAApRbrUZj9vMPq6Pm1T,,"372,632 XRP",,"0.000
%"
6600,r92sAGtRcky5TpxLC7oCTBxtLYRT3aVNR7,,"372,478 XRP",,"0.000
%"
6601,rf5iDwWFzmQmD5dMWe5ra6nvjnLgMPHBpX,,"372,475 XRP",,"0.000
%"
6602,r4gKVHE7hX7m7UMBAkDxb6dtvfbfz3iekT,,"372,449 XRP",,"0.000
%"
6603,rP6bEKf2oXLqdXicUbuc7sGZuVZsSRbX4d,,"372,351 XRP",,"0.000
%"
6604,r35qTj8ksH4huXT3imJJA5nsHLHVgXQ9eF,,"372,329 XRP",,"0.000
%"
6605,rDC9EyGRWntaKsXTZJo2QCTdw7g19AdsGo,,"372,284 XRP",,"0.000
%"
6606,ra8WPBLJccj86VPxvkQ3y6kAFgdCHZpkkR,,"372,210 XRP",,"0.000
%"
6607,rrpZrQheYRaTd8M5vUriCwvXn69GnxMP3t,,"372,195 XRP",,"0.000
%"
6608,rUyNs5TiX4rfCbLk32zbCRxtXaou3sw3fG,,"372,102 XRP",,"0.000
%"
6609,raJgg9w8vnMLs3DG5s5QcRnffZLnWK7zpX,,"371,911 XRP",,"0.000
%"
6610,rNA49zqYAdynSgTQYSjvkZY3Jx77bmirXJ,,"371,848 XRP",,"0.000
%"
6611,rpuRxzSUxy7KK24nFstjyBVXpKEStgcSSP,,"371,752 XRP",,"0.000
%"
6612,rB7PPPjr17s8o5YRSL2Kkok5hcH2KNypPb,,"371,567 XRP",,"0.000
%"
6613,rDjaE2ik2btEayPGNLXFzVk5xERH8sS6fT,,"371,439 XRP",,"0.000
%"
6614,r4hPUswWhhFSQH8Dnq88HK7yjLEAQwxYoQ,,"371,427 XRP",,"0.000
%"
6615,rGExAWigcTTh6LZD4nuBqr7qewiuDnNhVx,,"371,419 XRP",,"0.000
%"
6616,rPd6pZSr47TPUjgSYRhxpCefxbw9KU9H3,,"371,293 XRP",,"0.000
%"
6617,rhHTBHfKTAoUbAbEppQsEgqVG7j11fCPax,,"371,287 XRP",,"0.000
%"
6618,r1uPwhfL24HwmUPGrgY2LbJJWdczRqBpT,,"371,159 XRP",,"0.000
%"
6619,r23jox3z2k5Gozgu5qtsR9GuK9UXZsR64,,"371,114 XRP",,"0.000
%"
6620,rNt5z57Atsrj8vHCMyo6qByBACNVAZoLjX,,"371,012 XRP",,"0.000
%"
6621,rwRnUQ27btXiC7t2JotbUQzZoGdyD3euuf,,"371,001 XRP",,"0.000
%"
6622,r4QDogrsqyHUx1ynCmdfRYCUTJaiRmYBdy,,"370,951 XRP",,"0.000
%"
6623,rLLrMcgAnd4WPwf2xfroHUwKBZwpNBiafe,,"370,910 XRP",,"0.000
%"
6624,rD2zJSz55uNsty57AaoDnySsRfhNAjShKt,,"370,832 XRP",,"0.000
%"
6625,rDgeSsHF7R1uo1jAu6fYdAfxtHbA9SPgfb,,"370,734 XRP",,"0.000
%"
6626,r4MsSEzaS9h1R6kJscd98cU71U3Tn9UWkZ,,"370,663 XRP",,"0.000
%"
6627,rnVwXm644GDxRTeS2dJB8MscnmGwywgt2u,,"370,657 XRP",,"0.000
%"
6628,rf3AsT6tvKNNYfHjWDrygqtiiZF45pi1hi,,"370,585 XRP",,"0.000
%"
6629,rprcpExohJyKhvjTTaH3wtoST4miBFoPVX,,"370,490 XRP",,"0.000
%"
6630,rak4jzHvgoPPZ9o17Ac2G8ADJNuDfUP3Eb,,"370,407 XRP",,"0.000
%"
6631,rUKPqRAXTXiwTrTKJahgFRkjKxfRvH5eaw,,"370,296 XRP",,"0.000
%"
6632,rGpXtxpnFYrYoEq9rtB6TTKcjHsyx7TPgD,,"370,223 XRP",,"0.000
%"
6633,r3AJXtHUNcSjqXJCkCUB2GZHqr4jbeJih4,,"370,138 XRP",,"0.000
%"
6634,rhxvWwuL7hpgdBPeTDiwgGxM9Q7ar8fKNf,,"370,101 XRP",,"0.000
%"
6635,rGnT6mVRvqibDe8VPeHnGTDmbpMDhswku4,,"370,089 XRP",,"0.000
%"
6636,rLkSCrwsJRxiXhuK17Q56GcTUvDiNeWH1K,,"370,072 XRP",,"0.000
%"
6637,rKdH5dq4Ydr3tBTNdQHxmTd48jyUnmXcnz,,"370,061 XRP",,"0.000
%"
6638,rph7rYw2WnAEYqywGpbrEqYRSwT4UXCZ52,,"370,011 XRP",,"0.000
%"
6639,rDDBAUKNxE8VdPgTPJyYBQwc14Uvjy1vka,,"369,999 XRP",,"0.000
%"
6640,rfypL4H1xGDG4q69n1Rc94cf4vkPfWYfvc,,"369,902 XRP",,"0.000
%"
6641,rpTA3brh4T5LghhaBphbQL8hKnp4zMKWnk,,"369,890 XRP",,"0.000
%"
6642,rwYHh7smFNMujpyy9R1fiuWhG46n95E1QN,,"369,624 XRP",,"0.000
%"
6643,rBmuFYuzMvu13wYEGviPA9cCYbUxMjzeWb,,"369,602 XRP",,"0.000
%"
6644,r9CR9fcUw7bsjRCbFjwKYvzy8mDZ2zZYLA,,"369,556 XRP",,"0.000
%"
6645,r9obDvjDJQXSREnnaKtDhWqt7M4kssd6os,,"369,485 XRP",,"0.000
%"
6646,rHbon9pWE24d14VozJiqBqVEA9FUwEeFep,,"369,348 XRP",,"0.000
%"
6647,rhFkFLpHsvtVFQR7C7R17P3Yjv9RQpaZqP,,"369,143 XRP",,"0.000
%"
6648,rNfFyG29HnYDWZahmdWHK8NUtaid5coZNn,,"368,938 XRP",,"0.000
%"
6649,rwsRApEKNd7edffN5i1SzHtFocFHk5wJvz,,"368,866 XRP",,"0.000
%"
